sample_name,cluster
HG02785,South_Asia.2
HG02605,South_Asia.2
HG02691,South_Asia.2
HG02696,South_Asia.2
HG02728,South_Asia.2
HG02648,South_Asia.2
HG02650,South_Asia.2
HG02792,South_Asia.2
HG02597,South_Asia.2
HG02655,South_Asia.2
HG02681,South_Asia.2
HG02686,South_Asia.2
HG02658,South_Asia.2
HG02491,South_Asia.2
HG02660,South_Asia.2
HG02737,South_Asia.2
HG02684,South_Asia.2
HG02689,South_Asia.2
HG02775,South_Asia.2
HG03017,South_Asia.2
HG02698,South_Asia.2
HG02701,South_Asia.2
HG02725,South_Asia.2
HG03019,South_Asia.2
HG03021,South_Asia.2
HG03238,South_Asia.2
HG02787,South_Asia.2
HG02794,South_Asia.2
HG02821,South_Asia.2
HG01586,South_Asia.2
HG01593,South_Asia.2
HG03492,South_Asia.2
HG03228,South_Asia.2
HG03618,South_Asia.2
HG03620,South_Asia.2
HG03625,South_Asia.2
HG03230,South_Asia.2
HG03699,South_Asia.2
HG03235,South_Asia.2
HG03702,South_Asia.2
HG03707,South_Asia.2
HG03487,South_Asia.2
HG03649,South_Asia.2
HG03651,South_Asia.2
HG03663,South_Asia.2
HG03668,South_Asia.2
HG03704,South_Asia.2
HG03709,South_Asia.2
HG03761,South_Asia.2
HG03653,South_Asia.2
HG03660,South_Asia.2
HG03634,South_Asia.2
HG03639,South_Asia.2
HG03641,South_Asia.2
HG02604,South_Asia.2
HG02654,South_Asia.2
HG02659,South_Asia.2
HG02661,South_Asia.2
HG02685,South_Asia.2
HG02692,South_Asia.2
HG02697,South_Asia.2
HG02700,South_Asia.2
HG02729,South_Asia.2
HG02731,South_Asia.2
HG02490,South_Asia.2
HG02495,South_Asia.2
HG02786,South_Asia.2
HG02793,South_Asia.2
HG03018,South_Asia.2
HG02736,South_Asia.2
HG02774,South_Asia.2
HG03234,South_Asia.2
HG03239,South_Asia.2
HG03619,South_Asia.2
HG03626,South_Asia.2
HG03633,South_Asia.2
HG03640,South_Asia.2
HG03652,South_Asia.2
HG03669,South_Asia.2
HG03703,South_Asia.2
HG03708,South_Asia.2
HG03710,South_Asia.2
HG03765,South_Asia.2
NA21135,South_Asia.2
NA21142,South_Asia.2
NA20891,South_Asia.2
NA20896,South_Asia.2
NA20904,South_Asia.2
NA20911,South_Asia.2
NA21109,South_Asia.2
NA21111,South_Asia.2
NA21116,South_Asia.2
NA21123,South_Asia.2
NA21128,South_Asia.2
NA21130,South_Asia.2
NA20846,South_Asia.2
NA20853,South_Asia.2
NA20858,South_Asia.2
NA20872,South_Asia.2
NA20877,South_Asia.2
NA20884,South_Asia.2
NA20889,South_Asia.2
NA21089,South_Asia.2
NA21091,South_Asia.2
NA21104,South_Asia.2
NA20850,South_Asia.2
NA21125,South_Asia.2
NA21137,South_Asia.2
NA21144,South_Asia.2
NA20862,South_Asia.2
NA20867,South_Asia.2
NA20874,South_Asia.2
NA20881,South_Asia.2
NA20886,South_Asia.2
NA20901,South_Asia.2
NA20906,South_Asia.2
NA21086,South_Asia.2
NA21093,South_Asia.2
NA21098,South_Asia.2
NA21101,South_Asia.2
NA21106,South_Asia.2
NA21113,South_Asia.2
NA21118,South_Asia.2
NA21120,South_Asia.2
NA20847,South_Asia.2
NA20854,South_Asia.2
NA20859,South_Asia.2
NA20861,South_Asia.2
NA20866,South_Asia.2
NA20892,South_Asia.2
NA20897,South_Asia.2
NA20900,South_Asia.2
NA20905,South_Asia.2
NA21092,South_Asia.2
NA21097,South_Asia.2
NA21100,South_Asia.2
NA21105,South_Asia.2
NA20878,South_Asia.2
NA20885,South_Asia.2
NA21143,South_Asia.2
NA21112,South_Asia.2
NA21117,South_Asia.2
NA21124,South_Asia.2
NA21129,South_Asia.2
HG00096,West_Eurasia.1
HG00097,West_Eurasia.1
HG00099,West_Eurasia.1
HG00100,West_Eurasia.1
HG00101,West_Eurasia.1
HG00102,West_Eurasia.1
HG00103,West_Eurasia.1
HG00105,West_Eurasia.1
HG00106,West_Eurasia.1
HG00107,West_Eurasia.1
HG00108,West_Eurasia.1
HG00109,West_Eurasia.1
HG00110,West_Eurasia.1
HG00111,West_Eurasia.1
HG00112,West_Eurasia.1
HG00113,West_Eurasia.1
HG00114,West_Eurasia.1
HG00115,West_Eurasia.1
HG00116,West_Eurasia.1
HG00117,West_Eurasia.1
HG00118,West_Eurasia.1
HG00119,West_Eurasia.1
HG00120,West_Eurasia.1
HG00121,West_Eurasia.1
HG00122,West_Eurasia.1
HG00123,West_Eurasia.1
HG00125,West_Eurasia.1
HG00126,West_Eurasia.1
HG00127,West_Eurasia.1
HG00128,West_Eurasia.1
HG00129,West_Eurasia.1
HG00130,West_Eurasia.1
HG00131,West_Eurasia.1
HG00132,West_Eurasia.1
HG00133,West_Eurasia.1
HG00136,West_Eurasia.1
HG00137,West_Eurasia.1
HG00138,West_Eurasia.1
HG00139,West_Eurasia.1
HG00140,West_Eurasia.1
HG00141,West_Eurasia.1
HG00142,West_Eurasia.1
HG00143,West_Eurasia.1
HG00145,West_Eurasia.1
HG00146,West_Eurasia.1
HG00148,West_Eurasia.1
HG00149,West_Eurasia.1
HG00150,West_Eurasia.1
HG00151,West_Eurasia.1
HG00154,West_Eurasia.1
HG00155,West_Eurasia.1
HG00157,West_Eurasia.1
HG00158,West_Eurasia.1
HG00159,West_Eurasia.1
HG00160,West_Eurasia.1
HG00231,West_Eurasia.1
HG00232,West_Eurasia.1
HG00233,West_Eurasia.1
HG00234,West_Eurasia.1
HG00235,West_Eurasia.1
HG00236,West_Eurasia.1
HG00237,West_Eurasia.1
HG00238,West_Eurasia.1
HG00239,West_Eurasia.1
HG00240,West_Eurasia.1
HG00242,West_Eurasia.1
HG00243,West_Eurasia.1
HG00244,West_Eurasia.1
HG00245,West_Eurasia.1
HG00246,West_Eurasia.1
HG00250,West_Eurasia.1
HG00251,West_Eurasia.1
HG00252,West_Eurasia.1
HG00253,West_Eurasia.1
HG00254,West_Eurasia.1
HG00255,West_Eurasia.1
HG00256,West_Eurasia.1
HG00257,West_Eurasia.1
HG00258,West_Eurasia.1
HG00259,West_Eurasia.1
HG00260,West_Eurasia.1
HG00261,West_Eurasia.1
HG00262,West_Eurasia.1
HG00263,West_Eurasia.1
HG00264,West_Eurasia.1
HG00265,West_Eurasia.1
HG01334,West_Eurasia.1
HG01789,West_Eurasia.1
HG01790,West_Eurasia.1
HG01791,West_Eurasia.1
HG02215,West_Eurasia.1
HG01500,West_Eurasia.1
HG01501,West_Eurasia.1
HG01502,West_Eurasia.1
HG01503,West_Eurasia.1
HG01504,West_Eurasia.1
HG01505,West_Eurasia.1
HG01506,West_Eurasia.1
HG01507,West_Eurasia.1
HG01508,West_Eurasia.1
HG01509,West_Eurasia.1
HG01510,West_Eurasia.1
HG01511,West_Eurasia.1
HG01512,West_Eurasia.1
HG01513,West_Eurasia.1
HG01514,West_Eurasia.1
HG01515,West_Eurasia.1
HG01516,West_Eurasia.1
HG01517,West_Eurasia.1
HG01518,West_Eurasia.1
HG01519,West_Eurasia.1
HG01520,West_Eurasia.1
HG01521,West_Eurasia.1
HG01522,West_Eurasia.1
HG01523,West_Eurasia.1
HG01524,West_Eurasia.1
HG01525,West_Eurasia.1
HG01526,West_Eurasia.1
HG01527,West_Eurasia.1
HG01528,West_Eurasia.1
HG01529,West_Eurasia.1
HG01530,West_Eurasia.1
HG01531,West_Eurasia.1
HG01532,West_Eurasia.1
HG01536,West_Eurasia.1
HG01537,West_Eurasia.1
HG01538,West_Eurasia.1
HG01601,West_Eurasia.1
HG01602,West_Eurasia.1
HG01603,West_Eurasia.1
HG01604,West_Eurasia.1
HG01605,West_Eurasia.1
HG01606,West_Eurasia.1
HG01607,West_Eurasia.1
HG01608,West_Eurasia.1
HG01609,West_Eurasia.1
HG01610,West_Eurasia.1
HG01611,West_Eurasia.1
HG01612,West_Eurasia.1
HG01613,West_Eurasia.1
HG01614,West_Eurasia.1
HG01615,West_Eurasia.1
HG01616,West_Eurasia.1
HG01617,West_Eurasia.1
HG01618,West_Eurasia.1
HG01619,West_Eurasia.1
HG01620,West_Eurasia.1
HG01621,West_Eurasia.1
HG01622,West_Eurasia.1
HG01623,West_Eurasia.1
HG01624,West_Eurasia.1
HG01625,West_Eurasia.1
HG01626,West_Eurasia.1
HG01627,West_Eurasia.1
HG01628,West_Eurasia.1
HG01629,West_Eurasia.1
HG01630,West_Eurasia.1
HG01631,West_Eurasia.1
HG01632,West_Eurasia.1
HG01633,West_Eurasia.1
HG01667,West_Eurasia.1
HG01668,West_Eurasia.1
HG01669,West_Eurasia.1
HG01670,West_Eurasia.1
HG01671,West_Eurasia.1
HG01672,West_Eurasia.1
HG01673,West_Eurasia.1
HG01674,West_Eurasia.1
HG01675,West_Eurasia.1
HG01676,West_Eurasia.1
HG01677,West_Eurasia.1
HG01678,West_Eurasia.1
HG01679,West_Eurasia.1
HG01680,West_Eurasia.1
HG01681,West_Eurasia.1
HG01682,West_Eurasia.1
HG01683,West_Eurasia.1
HG01684,West_Eurasia.1
HG01685,West_Eurasia.1
HG01686,West_Eurasia.1
HG01687,West_Eurasia.1
HG01694,West_Eurasia.1
HG01695,West_Eurasia.1
HG01696,West_Eurasia.1
HG01697,West_Eurasia.1
HG01698,West_Eurasia.1
HG01699,West_Eurasia.1
HG01700,West_Eurasia.1
HG01701,West_Eurasia.1
HG01702,West_Eurasia.1
HG01703,West_Eurasia.1
HG01704,West_Eurasia.1
HG01705,West_Eurasia.1
HG01706,West_Eurasia.1
HG01707,West_Eurasia.1
HG01708,West_Eurasia.1
HG01709,West_Eurasia.1
HG01710,West_Eurasia.1
HG01711,West_Eurasia.1
HG01746,West_Eurasia.1
HG01747,West_Eurasia.1
HG01748,West_Eurasia.1
HG01755,West_Eurasia.1
HG01756,West_Eurasia.1
HG01757,West_Eurasia.1
HG01761,West_Eurasia.1
HG01762,West_Eurasia.1
HG01763,West_Eurasia.1
HG01765,West_Eurasia.1
HG01766,West_Eurasia.1
HG01767,West_Eurasia.1
HG01768,West_Eurasia.1
HG01770,West_Eurasia.1
HG01771,West_Eurasia.1
HG01772,West_Eurasia.1
HG01773,West_Eurasia.1
HG01774,West_Eurasia.1
HG01775,West_Eurasia.1
HG01776,West_Eurasia.1
HG01777,West_Eurasia.1
HG01778,West_Eurasia.1
HG01779,West_Eurasia.1
HG01780,West_Eurasia.1
HG01781,West_Eurasia.1
HG01782,West_Eurasia.1
HG01783,West_Eurasia.1
HG01784,West_Eurasia.1
HG01785,West_Eurasia.1
HG01786,West_Eurasia.1
HG02219,West_Eurasia.1
HG02220,West_Eurasia.1
HG02221,West_Eurasia.1
HG02222,West_Eurasia.1
HG02223,West_Eurasia.1
HG02224,West_Eurasia.1
HG02225,West_Eurasia.1
HG02229,West_Eurasia.1
HG02230,West_Eurasia.1
HG02231,West_Eurasia.1
HG02232,West_Eurasia.1
HG02233,West_Eurasia.1
HG02234,West_Eurasia.1
HG02235,West_Eurasia.1
HG02236,West_Eurasia.1
HG02237,West_Eurasia.1
HG02238,West_Eurasia.1
HG02239,West_Eurasia.1
HG02240,West_Eurasia.1
NA20502,West_Eurasia.1
NA20503,West_Eurasia.1
NA20504,West_Eurasia.1
NA20505,West_Eurasia.1
NA20506,West_Eurasia.1
NA20507,West_Eurasia.1
NA20508,West_Eurasia.1
NA20509,West_Eurasia.1
NA20510,West_Eurasia.1
NA20511,West_Eurasia.1
NA20512,West_Eurasia.1
NA20513,West_Eurasia.1
NA20514,West_Eurasia.1
NA20515,West_Eurasia.1
NA20516,West_Eurasia.1
NA20517,West_Eurasia.1
NA20518,West_Eurasia.1
NA20519,West_Eurasia.1
NA20520,West_Eurasia.1
NA20521,West_Eurasia.1
NA20522,West_Eurasia.1
NA20524,West_Eurasia.1
NA20525,West_Eurasia.1
NA20527,West_Eurasia.1
NA20528,West_Eurasia.1
NA20529,West_Eurasia.1
NA20530,West_Eurasia.1
NA20531,West_Eurasia.1
NA20532,West_Eurasia.1
NA20533,West_Eurasia.1
NA20534,West_Eurasia.1
NA20535,West_Eurasia.1
NA20536,West_Eurasia.1
NA20538,West_Eurasia.1
NA20539,West_Eurasia.1
NA20540,West_Eurasia.1
NA20541,West_Eurasia.1
NA20542,West_Eurasia.1
NA20543,West_Eurasia.1
NA20544,West_Eurasia.1
NA20581,West_Eurasia.1
NA20582,West_Eurasia.1
NA20585,West_Eurasia.1
NA20586,West_Eurasia.1
NA20587,West_Eurasia.1
NA20588,West_Eurasia.1
NA20589,West_Eurasia.1
NA20752,West_Eurasia.1
NA20753,West_Eurasia.1
NA20754,West_Eurasia.1
NA20755,West_Eurasia.1
NA20756,West_Eurasia.1
NA20757,West_Eurasia.1
NA20758,West_Eurasia.1
NA20759,West_Eurasia.1
NA20760,West_Eurasia.1
NA20761,West_Eurasia.1
NA20762,West_Eurasia.1
NA20763,West_Eurasia.1
NA20764,West_Eurasia.1
NA20765,West_Eurasia.1
NA20766,West_Eurasia.1
NA20767,West_Eurasia.1
NA20768,West_Eurasia.1
NA20769,West_Eurasia.1
NA20770,West_Eurasia.1
NA20771,West_Eurasia.1
NA20772,West_Eurasia.1
NA20773,West_Eurasia.1
NA20774,West_Eurasia.1
NA20775,West_Eurasia.1
NA20778,West_Eurasia.1
NA20783,West_Eurasia.1
NA20785,West_Eurasia.1
NA20786,West_Eurasia.1
NA20787,West_Eurasia.1
NA20790,West_Eurasia.1
NA20792,West_Eurasia.1
NA20795,West_Eurasia.1
NA20796,West_Eurasia.1
NA20797,West_Eurasia.1
NA20798,West_Eurasia.1
NA20799,West_Eurasia.1
NA20800,West_Eurasia.1
NA20801,West_Eurasia.1
NA20802,West_Eurasia.1
NA20803,West_Eurasia.1
NA20804,West_Eurasia.1
NA20805,West_Eurasia.1
NA20806,West_Eurasia.1
NA20807,West_Eurasia.1
NA20808,West_Eurasia.1
NA20809,West_Eurasia.1
NA20810,West_Eurasia.1
NA20811,West_Eurasia.1
NA20812,West_Eurasia.1
NA20813,West_Eurasia.1
NA20814,West_Eurasia.1
NA20815,West_Eurasia.1
NA20818,West_Eurasia.1
NA20819,West_Eurasia.1
NA20821,West_Eurasia.1
NA20822,West_Eurasia.1
NA20826,West_Eurasia.1
NA20827,West_Eurasia.1
NA20828,West_Eurasia.1
NA20832,West_Eurasia.1
NA06984,West_Eurasia.2
NA06985,West_Eurasia.2
NA06986,West_Eurasia.2
NA06989,West_Eurasia.2
NA06991,West_Eurasia.2
NA06993,West_Eurasia.2
NA06994,West_Eurasia.2
NA06995,West_Eurasia.2
NA06997,West_Eurasia.2
NA07000,West_Eurasia.2
NA07014,West_Eurasia.2
NA07019,West_Eurasia.2
NA07022,West_Eurasia.2
NA07029,West_Eurasia.2
NA07031,West_Eurasia.2
NA07034,West_Eurasia.2
NA07037,West_Eurasia.2
NA07045,West_Eurasia.2
NA07048,West_Eurasia.2
NA07051,West_Eurasia.2
NA07055,West_Eurasia.2
NA07056,West_Eurasia.2
NA07345,West_Eurasia.2
NA07346,West_Eurasia.2
NA07347,West_Eurasia.2
NA07348,West_Eurasia.2
NA07349,West_Eurasia.2
NA07357,West_Eurasia.2
NA07435,West_Eurasia.2
NA10830,West_Eurasia.2
NA10831,West_Eurasia.2
NA10835,West_Eurasia.2
NA10836,West_Eurasia.2
NA10837,West_Eurasia.2
NA10838,West_Eurasia.2
NA10839,West_Eurasia.2
NA10840,West_Eurasia.2
NA10842,West_Eurasia.2
NA10843,West_Eurasia.2
NA10845,West_Eurasia.2
NA10846,West_Eurasia.2
NA10847,West_Eurasia.2
NA10851,West_Eurasia.2
NA10852,West_Eurasia.2
NA10854,West_Eurasia.2
NA10855,West_Eurasia.2
NA10856,West_Eurasia.2
NA10857,West_Eurasia.2
NA10859,West_Eurasia.2
NA10860,West_Eurasia.2
NA10861,West_Eurasia.2
NA10863,West_Eurasia.2
NA10864,West_Eurasia.2
NA10865,West_Eurasia.2
NA11829,West_Eurasia.2
NA11830,West_Eurasia.2
NA11831,West_Eurasia.2
NA11832,West_Eurasia.2
NA11839,West_Eurasia.2
NA11840,West_Eurasia.2
NA11843,West_Eurasia.2
NA11881,West_Eurasia.2
NA11882,West_Eurasia.2
NA11891,West_Eurasia.2
NA11892,West_Eurasia.2
NA11893,West_Eurasia.2
NA11894,West_Eurasia.2
NA11917,West_Eurasia.2
NA11918,West_Eurasia.2
NA11919,West_Eurasia.2
NA11920,West_Eurasia.2
NA11930,West_Eurasia.2
NA11931,West_Eurasia.2
NA11932,West_Eurasia.2
NA11933,West_Eurasia.2
NA11992,West_Eurasia.2
NA11993,West_Eurasia.2
NA11994,West_Eurasia.2
NA11995,West_Eurasia.2
NA12003,West_Eurasia.2
NA12004,West_Eurasia.2
NA12005,West_Eurasia.2
NA12006,West_Eurasia.2
NA12043,West_Eurasia.2
NA12044,West_Eurasia.2
NA12045,West_Eurasia.2
NA12046,West_Eurasia.2
NA12056,West_Eurasia.2
NA12057,West_Eurasia.2
NA12058,West_Eurasia.2
NA12144,West_Eurasia.2
NA12145,West_Eurasia.2
NA12146,West_Eurasia.2
NA12154,West_Eurasia.2
NA12155,West_Eurasia.2
NA12156,West_Eurasia.2
NA12234,West_Eurasia.2
NA12236,West_Eurasia.2
NA12239,West_Eurasia.2
NA12248,West_Eurasia.2
NA12249,West_Eurasia.2
NA12264,West_Eurasia.2
NA12272,West_Eurasia.2
NA12273,West_Eurasia.2
NA12274,West_Eurasia.2
NA12275,West_Eurasia.2
NA12282,West_Eurasia.2
NA12283,West_Eurasia.2
NA12286,West_Eurasia.2
NA12287,West_Eurasia.2
NA12329,West_Eurasia.2
NA12335,West_Eurasia.2
NA12336,West_Eurasia.2
NA12340,West_Eurasia.2
NA12341,West_Eurasia.2
NA12342,West_Eurasia.2
NA12343,West_Eurasia.2
NA12344,West_Eurasia.2
NA12347,West_Eurasia.2
NA12348,West_Eurasia.2
NA12376,West_Eurasia.2
NA12383,West_Eurasia.2
NA12386,West_Eurasia.2
NA12399,West_Eurasia.2
NA12400,West_Eurasia.2
NA12413,West_Eurasia.2
NA12414,West_Eurasia.2
NA12485,West_Eurasia.2
NA12489,West_Eurasia.2
NA12546,West_Eurasia.2
NA12707,West_Eurasia.2
NA12716,West_Eurasia.2
NA12717,West_Eurasia.2
NA12718,West_Eurasia.2
NA12739,West_Eurasia.2
NA12740,West_Eurasia.2
NA12748,West_Eurasia.2
NA12749,West_Eurasia.2
NA12750,West_Eurasia.2
NA12751,West_Eurasia.2
NA12752,West_Eurasia.2
NA12753,West_Eurasia.2
NA12760,West_Eurasia.2
NA12761,West_Eurasia.2
NA12762,West_Eurasia.2
NA12763,West_Eurasia.2
NA12766,West_Eurasia.2
NA12767,West_Eurasia.2
NA12775,West_Eurasia.2
NA12776,West_Eurasia.2
NA12777,West_Eurasia.2
NA12778,West_Eurasia.2
NA12801,West_Eurasia.2
NA12802,West_Eurasia.2
NA12812,West_Eurasia.2
NA12813,West_Eurasia.2
NA12814,West_Eurasia.2
NA12815,West_Eurasia.2
NA12817,West_Eurasia.2
NA12818,West_Eurasia.2
NA12827,West_Eurasia.2
NA12828,West_Eurasia.2
NA12829,West_Eurasia.2
NA12830,West_Eurasia.2
NA12832,West_Eurasia.2
NA12842,West_Eurasia.2
NA12843,West_Eurasia.2
NA12864,West_Eurasia.2
NA12865,West_Eurasia.2
NA12872,West_Eurasia.2
NA12873,West_Eurasia.2
NA12874,West_Eurasia.2
NA12875,West_Eurasia.2
NA12877,West_Eurasia.2
NA12878,West_Eurasia.2
NA12889,West_Eurasia.2
NA12890,West_Eurasia.2
NA12891,West_Eurasia.2
NA12892,West_Eurasia.2
HG01119,West_Eurasia.2
HG00171,West_Eurasia.2
HG00173,West_Eurasia.2
HG00174,West_Eurasia.2
HG00176,West_Eurasia.2
HG00177,West_Eurasia.2
HG00178,West_Eurasia.2
HG00179,West_Eurasia.2
HG00180,West_Eurasia.2
HG00181,West_Eurasia.2
HG00182,West_Eurasia.2
HG00183,West_Eurasia.2
HG00185,West_Eurasia.2
HG00186,West_Eurasia.2
HG00187,West_Eurasia.2
HG00188,West_Eurasia.2
HG00189,West_Eurasia.2
HG00190,West_Eurasia.2
HG00266,West_Eurasia.2
HG00267,West_Eurasia.2
HG00268,West_Eurasia.2
HG00269,West_Eurasia.2
HG00271,West_Eurasia.2
HG00272,West_Eurasia.2
HG00273,West_Eurasia.2
HG00274,West_Eurasia.2
HG00275,West_Eurasia.2
HG00276,West_Eurasia.2
HG00277,West_Eurasia.2
HG00278,West_Eurasia.2
HG00280,West_Eurasia.2
HG00281,West_Eurasia.2
HG00282,West_Eurasia.2
HG00284,West_Eurasia.2
HG00285,West_Eurasia.2
HG00288,West_Eurasia.2
HG00290,West_Eurasia.2
HG00304,West_Eurasia.2
HG00306,West_Eurasia.2
HG00308,West_Eurasia.2
HG00309,West_Eurasia.2
HG00310,West_Eurasia.2
HG00311,West_Eurasia.2
HG00313,West_Eurasia.2
HG00315,West_Eurasia.2
HG00318,West_Eurasia.2
HG00319,West_Eurasia.2
HG00320,West_Eurasia.2
HG00321,West_Eurasia.2
HG00323,West_Eurasia.2
HG00324,West_Eurasia.2
HG00325,West_Eurasia.2
HG00326,West_Eurasia.2
HG00327,West_Eurasia.2
HG00328,West_Eurasia.2
HG00329,West_Eurasia.2
HG00330,West_Eurasia.2
HG00331,West_Eurasia.2
HG00332,West_Eurasia.2
HG00334,West_Eurasia.2
HG00335,West_Eurasia.2
HG00336,West_Eurasia.2
HG00337,West_Eurasia.2
HG00338,West_Eurasia.2
HG00339,West_Eurasia.2
HG00341,West_Eurasia.2
HG00342,West_Eurasia.2
HG00343,West_Eurasia.2
HG00344,West_Eurasia.2
HG00345,West_Eurasia.2
HG00346,West_Eurasia.2
HG00349,West_Eurasia.2
HG00350,West_Eurasia.2
HG00351,West_Eurasia.2
HG00353,West_Eurasia.2
HG00355,West_Eurasia.2
HG00356,West_Eurasia.2
HG00357,West_Eurasia.2
HG00358,West_Eurasia.2
HG00360,West_Eurasia.2
HG00361,West_Eurasia.2
HG00362,West_Eurasia.2
HG00364,West_Eurasia.2
HG00365,West_Eurasia.2
HG00366,West_Eurasia.2
HG00367,West_Eurasia.2
HG00368,West_Eurasia.2
HG00369,West_Eurasia.2
HG00371,West_Eurasia.2
HG00372,West_Eurasia.2
HG00373,West_Eurasia.2
HG00375,West_Eurasia.2
HG00376,West_Eurasia.2
HG00378,West_Eurasia.2
HG00379,West_Eurasia.2
HG00380,West_Eurasia.2
HG00381,West_Eurasia.2
HG00382,West_Eurasia.2
HG00383,West_Eurasia.2
HG00384,West_Eurasia.2
HG02662,West_Eurasia.2
HG01200,West_Eurasia.2
